PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
MN1140014,Georgetown,Georgetown,MN,Minnesota,CWS,Community,GW,Very Small,100,2015,Monitoring and Reporting (DBP),47737,St1 DBP,2014,2014,2015,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2014,Monitoring and Reporting (DBP),47759,St1 DBP,2014,2014,2015,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2014,"Monitoring, Routine Major (TCR)",47731,TCR,2014,2014,2015,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2013,Monitoring and Reporting (DBP),44544,St1 DBP,2013,2013,2013,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2013,"Monitoring, Routine Major (TCR)",44516,TCR,2013,2013,2013,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2012,Monitoring and Reporting (DBP),42217,St1 DBP,2012,2012,2012,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2012,"Monitoring, Routine Major (TCR)",42213,TCR,2012,2012,2012,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2012,Monitoring and Reporting (DBP),42505,St1 DBP,2012,2012,2012,N,N,Y,N
MN1060008,Ortonville,Ortonville,MN,Minnesota,CWS,Community,GW,Small,1916,2015,Monitoring and Reporting (DBP),47907,St1 DBP,2015,2015,2015,N,N,Y,N
MN1060008,Ortonville,Ortonville,MN,Minnesota,CWS,Community,GW,Small,1916,2015,"Monitoring, Routine Minor (TCR)",47856,TCR,2015,2015,2015,N,N,Y,N
MN1070022,Riverbend Estates,,MN,Minnesota,CWS,Community,GW,Very Small,60,2015,"Monitoring, Routine Major (TCR)",47857,TCR,2015,2015,2015,N,N,Y,N
MN1090003,Carlton,Carlton,MN,Minnesota,CWS,Community,GW,Small,987,2012,Lead Consumer Notice,42019,LCR,2012,2012,2012,N,N,Y,N
MN1070007,Madison Lake,Madison Lake,MN,Minnesota,CWS,Community,GW,Small,1017,2015,Monitoring and Reporting (DBP),47657,St2 DBP,2014,2015,,N,N,Y,N
MN1070007,Madison Lake,Madison Lake,MN,Minnesota,CWS,Community,GW,Small,1017,2015,Monitoring and Reporting (DBP),47656,St2 DBP,2014,2015,,N,N,Y,N
MN5490383,"Upnorth Bait, Beer and Butter",,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47039,TCR,2014,2014,2015,N,Y,N,N
MN1120006,Watson,Watson,MN,Minnesota,CWS,Community,GW,Very Small,205,2013,Monitoring and Reporting (DBP),45316,St1 DBP,2013,2013,2013,N,N,Y,N
MN1120006,Watson,Watson,MN,Minnesota,CWS,Community,GW,Very Small,205,2013,"Monitoring, Routine Major (TCR)",45276,TCR,2013,2013,2013,N,N,Y,N
MN1120006,Watson,Watson,MN,Minnesota,CWS,Community,GW,Very Small,205,2012,"MCL, Monthly (TCR)",41662,TCR,2011,2011,2012,N,Y,N,N
MN1120006,Watson,Watson,MN,Minnesota,CWS,Community,GW,Very Small,205,2011,"MCL, Monthly (TCR)",41662,TCR,2011,2011,2012,N,Y,N,N
MN1120006,Watson,Watson,MN,Minnesota,CWS,Community,GW,Very Small,205,2011,"Monitoring, Routine Major (TCR)",40468,TCR,2011,2011,2011,N,N,Y,N
MN1120006,Watson,Watson,MN,Minnesota,CWS,Community,GW,Very Small,205,2011,Monitoring and Reporting (DBP),40805,St1 DBP,2011,2011,2011,N,N,Y,N
MN1070019,Vernon Center,Vernon Center,MN,Minnesota,CWS,Community,GW,Very Small,332,2011,"MCL, Monthly (TCR)",39551,TCR,2010,2010,2011,N,Y,N,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2015,Monitoring and Reporting (DBP),47735,St1 DBP,2014,2014,2015,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2015,Monitoring and Reporting (DBP),47660,St2 DBP,2014,2015,,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2015,Monitoring and Reporting (DBP),47659,St2 DBP,2014,2015,,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2015,"Monitoring, Routine Major (TCR)",47658,TCR,2014,2014,2015,N,N,Y,N
MN5010418,Minnewawa Sportsmens Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",43512,TCR,2012,2012,2012,N,Y,N,N
MN1070022,Riverbend Estates,,MN,Minnesota,CWS,Community,GW,Very Small,60,2014,"Monitoring, Routine Major (TCR)",45837,TCR,2013,2013,2014,N,N,Y,N
MN1070022,Riverbend Estates,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Routine Major (TCR)",45837,TCR,2013,2013,2014,N,N,Y,N
MN1070022,Riverbend Estates,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Routine Major (TCR)",44728,TCR,2013,2013,2013,N,N,Y,N
MN1070022,Riverbend Estates,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,Lead Consumer Notice,44545,LCR,2013,2013,2013,N,N,Y,N
MN1070022,Riverbend Estates,,MN,Minnesota,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",39515,TCR,2010,2010,2011,N,N,Y,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2014,Lead Consumer Notice,46546,LCR,2014,2014,2014,N,N,Y,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2014,Follow-up Or Routine LCR Tap M/R,46258,LCR,2014,,2014,N,N,Y,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2014,"Monitoring, Regular",46257,Nitrates,2013,2014,2014,N,N,Y,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2014,"MCL, Acute (TCR)",45890,TCR,2014,2014,2014,Y,Y,N,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2013,"Monitoring, Regular",46257,Nitrates,2013,2014,2014,N,N,Y,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2011,Follow-up Or Routine LCR Tap M/R,39516,LCR,2011,,2011,N,N,Y,N
MN1060010,Lismore Colony,,MN,Minnesota,CWS,Community,GW,Very Small,77,2013,"Monitoring, Routine Major (TCR)",44744,TCR,2013,2013,2013,N,N,Y,N
MN1060010,Lismore Colony,,MN,Minnesota,CWS,Community,GW,Very Small,77,2013,"Monitoring, Routine Major (TCR)",45313,TCR,2013,2013,2013,N,N,Y,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2014,Monitoring and Reporting (DBP),46982,St1 DBP,2014,2014,2014,N,N,Y,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2014,"Monitoring, Routine Major (TCR)",46941,TCR,2014,2014,2014,N,N,Y,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2014,"MCL, Average",40567,Rads,2010,2014,2015,N,Y,N,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2013,"MCL, Average",40567,Rads,2010,2014,2015,N,Y,N,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2012,"MCL, Average",40567,Rads,2010,2014,2015,N,Y,N,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2011,"MCL, Average",40567,Rads,2010,2014,2015,N,Y,N,N
MN1170004,Storden,Storden,MN,Minnesota,CWS,Community,GW,Very Small,215,2011,Monitoring and Reporting (DBP),41654,St1 DBP,2011,2011,2011,N,N,Y,N
MN1170005,Westbrook,Westbrook,MN,Minnesota,CWS,Community,GW,Small,733,2014,Monitoring and Reporting (DBP),47738,St1 DBP,2014,2014,2015,N,N,Y,N
MN1050009,Benton Utilities LLC,,MN,Minnesota,CWS,Community,GW,Very Small,120,2015,"Monitoring, Routine Major (TCR)",47903,TCR,2015,2015,2015,N,N,Y,N
MN1060002,Beardsley,Beardsley,MN,Minnesota,CWS,Community,GW,Very Small,231,2015,"Monitoring, Routine Major (TCR)",48906,TCR,2015,2015,,N,N,Y,N
MN1060004,Correll,Correll,MN,Minnesota,CWS,Community,GW,Very Small,32,2015,Monitoring and Reporting (DBP),47734,St1 DBP,2014,2014,2015,N,N,Y,N
MN1060004,Correll,Correll,MN,Minnesota,CWS,Community,GW,Very Small,32,2015,"Monitoring, Routine Major (TCR)",47655,TCR,2014,2014,2015,N,N,Y,N
MN1110033,Timberlane Estates,,MN,Minnesota,CWS,Community,GW,Very Small,64,2013,"Monitoring, Routine Major (TCR)",45314,TCR,2013,2013,2013,N,N,Y,N
MN1120001,Clara City,Clara City,MN,Minnesota,CWS,Community,GW,Small,1360,2012,"Monitoring, Regular",42020,Nitrates,2011,2011,2012,N,N,Y,N
MN1120001,Clara City,Clara City,MN,Minnesota,CWS,Community,GW,Small,1360,2011,"Monitoring, Regular",42020,Nitrates,2011,2011,2012,N,N,Y,N
MN1020001,Anoka,Anoka,MN,Minnesota,CWS,Community,GW,Large,17243,2011,"MCL, Average",38233,Rads,2009,2011,2011,N,Y,N,N
MN1050005,Fischers Garden Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,220,2012,Follow-up Or Routine LCR Tap M/R,42018,LCR,2012,,2012,N,N,Y,N
MN1050005,Fischers Garden Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,220,2012,"Monitoring, Routine Major (TCR)",42468,TCR,2012,2012,2012,N,N,Y,N
MN1050003,Rockwood Estates,,MN,Minnesota,CWS,Community,GW,Very Small,400,2013,"Monitoring, Routine Major (TCR)",44453,TCR,2013,2013,2013,N,N,Y,N
MN1050003,Rockwood Estates,,MN,Minnesota,CWS,Community,GW,Very Small,400,2012,Lead Consumer Notice,42017,LCR,2012,2012,2012,N,N,Y,N
MN1040026,Secluded Acres,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Routine Major (TCR)",45275,TCR,2013,2013,2013,N,N,Y,N
MN1020025,Parkview Cooperative,,MN,Minnesota,CWS,Community,GW,Very Small,307,2013,Monitoring and Reporting (DBP),44523,St1 DBP,2013,2013,2013,N,N,Y,N
MN1020025,Parkview Cooperative,,MN,Minnesota,CWS,Community,GW,Very Small,307,2013,"Monitoring, Routine Major (TCR)",44450,TCR,2013,2013,2013,N,N,Y,N
MN1020010,Centennial Square Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,2000,2013,Monitoring and Reporting (DBP),44745,St1 DBP,2013,2013,2013,N,N,Y,N
MN1020010,Centennial Square Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,2000,2013,"Monitoring, Routine Minor (TCR)",44727,TCR,2013,2013,2013,N,N,Y,N
MN1020010,Centennial Square Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,2000,2011,Monitoring and Reporting (DBP),41653,St1 DBP,2011,2011,2011,N,N,Y,N
MN1020010,Centennial Square Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,2000,2011,"Monitoring, Routine Minor (TCR)",41606,TCR,2011,2011,2011,N,N,Y,N
MN5210547,"Central Specialties, Inc.",,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,50,2014,"MCL, Monthly (TCR)",46555,TCR,2014,2014,2014,N,Y,N,N
MN5210547,"Central Specialties, Inc.",,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,50,2013,"MCL, Average",43596,Arsenic,2012,2013,2013,N,Y,N,N
MN5210547,"Central Specialties, Inc.",,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,50,2012,"MCL, Average",43596,Arsenic,2012,2013,2013,N,Y,N,N
MN1020033,Hilltop,Hilltop,MN,Minnesota,CWS,Community,SW,Small,680,2013,Follow-up Or Routine LCR Tap M/R,43465,LCR,2013,,2013,N,N,Y,N
MN5181040,Stepping Stones Childcare L.C. - Pequot,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,45,2012,Follow-up Or Routine LCR Tap M/R,42100,LCR,2012,,2012,N,N,Y,N
MN5020561,Kids Are Really Special,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,92,2013,Initial Tap Sampling for Pb and Cu,44514,LCR,2013,,2013,N,N,Y,N
MN5020561,Kids Are Really Special,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,92,2012,Follow-up Or Routine LCR Tap M/R,42212,LCR,2012,,2012,N,N,Y,N
MN5280250,Wieser Memorial Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"Monitoring, Routine Major (TCR)",41649,TCR,2011,2011,2012,N,N,Y,N
MN5280250,Wieser Memorial Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"Monitoring, Routine Major (TCR)",38851,TCR,2010,2010,2012,N,N,Y,N
MN5280250,Wieser Memorial Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",41649,TCR,2011,2011,2012,N,N,Y,N
MN5280250,Wieser Memorial Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",38851,TCR,2010,2010,2012,N,N,Y,N
MN5070414,Wellcome Manor,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,77,2015,"MCL, Monthly (TCR)",47771,TCR,2015,2015,2015,N,Y,N,N
MN5750187,West River Dairy,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",45387,TCR,2013,2013,2013,N,Y,N,N
MN5160463,The Chicago Bay Market Place,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",36672,TCR,2008,2008,2011,N,Y,N,N
MN5050342,Bend In The River Regional Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47769,TCR,2014,2014,2015,N,Y,N,N
MN5240239,POET Biorefining - Glenville East,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,70,2011,Initial Tap Sampling for Pb and Cu,39547,LCR,2010,,2011,N,N,Y,N
MN5470142,Dassel Hillside Farm,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2011,"MCL, Monthly (TCR)",40849,TCR,2010,2010,2011,N,Y,N,N
MN5050342,Bend In The River Regional Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",47769,TCR,2014,2014,2015,N,Y,N,N
MN5360187, Y  Knot Quick Stop,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,500,2012,"MCL, Monthly (TCR)",41731,TCR,2011,2011,2012,N,Y,N,N
MN5360187, Y  Knot Quick Stop,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,500,2011,"MCL, Monthly (TCR)",41731,TCR,2011,2011,2012,N,Y,N,N
MN5181049,Fools Lake Campground,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2014,"MCL, Monthly (TCR)",48215,TCR,2014,2014,2014,N,Y,N,N
MN5020566,Columbus,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,35,2012,Monitoring and Reporting (DBP),43501,St1 DBP,2012,2012,2012,N,N,Y,N
MN5240241,Renewable Energy Group,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2013,"MCL, Monthly (TCR)",45356,TCR,2013,2013,2013,N,Y,N,N
MN5110219,Cedar Bay Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",42516,TCR,2012,2012,2012,N,Y,N,N
MN5271188,One Deephaven,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,40,2012,Follow-up Or Routine LCR Tap M/R,42102,LCR,2012,,2012,N,N,Y,N
MN5120158,Albrecht Spring Water,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,25,2011,Initial Tap Sampling for Pb and Cu,39550,LCR,2010,,2011,N,N,Y,N
MN5111151,Russ Nyvall Field,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Acute (TCR)",41360,TCR,2011,2011,2011,Y,Y,N,N
MN5170187,Shalom Hill Farm,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",42523,TCR,2012,2012,2013,N,Y,N,N
MN5170187,Shalom Hill Farm,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",42523,TCR,2012,2012,2013,N,Y,N,N
MN5170187,Shalom Hill Farm,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"Monitoring, Routine Major (TCR)",41645,TCR,2011,2011,2012,N,N,Y,N
MN5170187,Shalom Hill Farm,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",41645,TCR,2011,2011,2012,N,N,Y,N
MN5271148,City of Greenfield - Maintenance Shop,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",45908,TCR,2013,2013,2014,N,Y,N,N
MN5271148,City of Greenfield - Maintenance Shop,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",45908,TCR,2013,2013,2014,N,Y,N,N
MN5730425,Stearns County Park-Mississippi River,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47062,TCR,2014,2014,2014,N,Y,N,N
MN5820603,Hope Glen Farm LLC,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,200,2014,"MCL, Average",47849,Nitrates,2014,2015,,Y,Y,N,N
MN1030025,Ogema,Ogema,MN,Minnesota,CWS,Community,GW,Very Small,168,2014,CCR Complete Failure to Report,45835,CCR,2013,,2014,N,N,N,Y
MN1030025,Ogema,Ogema,MN,Minnesota,CWS,Community,GW,Very Small,168,2013,CCR Complete Failure to Report,45835,CCR,2013,,2014,N,N,N,Y
MN1040035,Roosevelt Manor,,MN,Minnesota,CWS,Community,GW,Very Small,60,2014,"Monitoring, Regular",46282,Nitrates,2013,2014,2014,N,N,Y,N
MN1040035,Roosevelt Manor,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Regular",46282,Nitrates,2013,2014,2014,N,N,Y,N
MN1040035,Roosevelt Manor,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Routine Major (TCR)",45312,TCR,2013,2013,2013,N,N,Y,N
MN1040035,Roosevelt Manor,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Routine Major (TCR)",44506,TCR,2012,2012,2013,N,N,Y,N
MN1040035,Roosevelt Manor,,MN,Minnesota,CWS,Community,GW,Very Small,60,2012,"Monitoring, Routine Major (TCR)",44506,TCR,2012,2012,2013,N,N,Y,N
MN5140244,Alderon Industries,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2015,"MCL, Monthly (TCR)",47781,TCR,2015,2015,2015,N,Y,N,N
MN5730425,Stearns County Park-Mississippi River,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",48997,TCR,2015,2015,,N,Y,N,N
MN5730427,Stearns County Park-Warner Lake,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2015,"MCL, Monthly (TCR)",48998,TCR,2015,2015,2015,N,Y,N,N
MN5820603,Hope Glen Farm LLC,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,200,2015,"MCL, Average",47849,Nitrates,2014,2015,2015,Y,Y,N,N
MN5470143,Lakeview Ranch - Dassel,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,39,2013,"MCL, Average",38063,Arsenic,2009,2013,2013,N,Y,N,N
MN5470143,Lakeview Ranch - Dassel,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,39,2012,"MCL, Average",38063,Arsenic,2009,2013,2013,N,Y,N,N
MN5470143,Lakeview Ranch - Dassel,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,39,2011,"MCL, Average",38063,Arsenic,2009,2013,2013,N,Y,N,N
MN5470144,Lakeview Ranch - Darwin,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2013,"MCL, Average",38064,Arsenic,2009,2013,2013,N,Y,N,N
MN5470144,Lakeview Ranch - Darwin,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2012,"MCL, Average",38064,Arsenic,2009,2013,2013,N,Y,N,N
MN5470144,Lakeview Ranch - Darwin,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2011,"MCL, Average",38064,Arsenic,2009,2013,2013,N,Y,N,N
MN5830043,Watonwan Rest Area MNDOT,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,500,2013,"MCL, Monthly (TCR)",44590,TCR,2013,2013,2013,N,Y,N,N
MN5181057,Gull Lake Yacht Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",38016,TCR,2009,2009,2011,N,Y,N,N
MN5700293,The End Zone Bar and Grill,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Acute (TCR)",47965,TCR,2015,2015,2015,Y,Y,N,N
MN5810145,Guardian,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,50,2011,Initial Tap Sampling for Pb and Cu,40498,LCR,2011,,2011,N,N,Y,N
MN5181066,Takedown Gym,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",48216,TCR,2014,2014,2014,N,Y,N,N
MN5250035,Lake Pepin Rest Area MNDOT,,MN,Minnesota,TNCWS,Non-Community,GW,Small,558,2014,"MCL, Monthly (TCR)",46321,TCR,2014,2014,2014,N,Y,N,N
MN5250035,Lake Pepin Rest Area MNDOT,,MN,Minnesota,TNCWS,Non-Community,GW,Small,558,2014,"MCL, Average",44786,Nitrates,2013,2014,2014,Y,Y,N,N
MN5250035,Lake Pepin Rest Area MNDOT,,MN,Minnesota,TNCWS,Non-Community,GW,Small,558,2013,"MCL, Average",44786,Nitrates,2013,2014,2014,Y,Y,N,N
MN5240043,Oakland Woods Rest Area MNDOT,,MN,Minnesota,TNCWS,Non-Community,GW,Small,644,2015,"MCL, Monthly (TCR)",47961,TCR,2015,2015,2015,N,Y,N,N
MN5750190,Moore Calves,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",47836,TCR,2014,2014,2015,N,Y,N,N
50594222,SUGAR POINT HEAD START/COMMUNITY CENTER,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",4,TCR,2014,2014,2014,N,N,Y,N
50594222,SUGAR POINT HEAD START/COMMUNITY CENTER,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,Follow-up Or Routine LCR Tap M/R,3,LCR,2014,,2014,N,N,Y,N
50594222,SUGAR POINT HEAD START/COMMUNITY CENTER,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",2,TCR,2013,2013,2014,N,N,Y,N
50594222,SUGAR POINT HEAD START/COMMUNITY CENTER,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",1,TCR,2013,2013,2014,N,N,Y,N
50594222,SUGAR POINT HEAD START/COMMUNITY CENTER,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",2,TCR,2013,2013,2014,N,N,Y,N
50594222,SUGAR POINT HEAD START/COMMUNITY CENTER,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",1,TCR,2013,2013,2014,N,N,Y,N
50594221,ONIGUM HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",4,TCR,2014,2014,2014,N,N,Y,N
50594221,ONIGUM HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,Follow-up Or Routine LCR Tap M/R,3,LCR,2014,,2014,N,N,Y,N
50594221,ONIGUM HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",2,TCR,2013,2013,2014,N,N,Y,N
50594221,ONIGUM HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",1,TCR,2013,2013,2014,N,N,Y,N
50594221,ONIGUM HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",2,TCR,2013,2013,2014,N,N,Y,N
50594221,ONIGUM HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",1,TCR,2013,2013,2014,N,N,Y,N
50594220,BALL CLUB HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",4,TCR,2014,2014,2014,N,N,Y,N
50594220,BALL CLUB HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,Follow-up Or Routine LCR Tap M/R,3,LCR,2014,,2014,N,N,Y,N
50594220,BALL CLUB HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",2,TCR,2013,2013,2014,N,N,Y,N
50594220,BALL CLUB HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",1,TCR,2013,2013,2014,N,N,Y,N
50594220,BALL CLUB HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",2,TCR,2013,2013,2014,N,N,Y,N
50594220,BALL CLUB HEAD START,,400,"Minnesota Chippewa Tribe, Minnesota",NTNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",1,TCR,2013,2013,2014,N,N,Y,N
MN5750190,Moore Calves,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47836,TCR,2014,2014,2015,N,Y,N,N
